project_id,project_type,location,initial_estimated_duration,initial_estimated_cost,square_footage,num_floors,soil_condition_score,complexity_score,actual_duration,actual_cost,weather_delays,avg_daily_workers,equipment_utilization_rate,safety_incidents,safety_score,defects_found,quality_score,delay_in_days,cost_overrun,cost_per_sqft,productivity_rate,cost_overrun_percentage,delay_percentage
965,Infrastructure,Site_964,299,4780886.74,15973,25,1.52,6.61,258,4341263.51,0,177,0.85,0,9.38,14,7.31,-41,-439623.23,271.79,0.35,-9.2,-13.71
966,Commercial,Site_965,712,8883364.68,72155,45,8.9,1.57,902,8098677.14,24,63,0.63,1,7.12,49,8.51,190,-784687.55,112.24,1.27,-8.83,26.69
967,Residential,Site_966,705,1504088.06,60500,28,9.44,3.92,636,2231731.24,21,139,0.9,0,8.0,38,6.69,-69,727643.18,36.89,0.68,48.38,-9.79
968,Industrial,Site_967,549,9888615.07,37575,1,7.66,7.05,586,10213659.14,17,187,0.86,0,8.41,47,7.03,37,325044.07,271.82,0.34,3.29,6.74
969,Residential,Site_968,445,4711094.33,43261,49,0.05,4.04,412,6517162.88,23,50,0.81,0,7.94,38,7.87,-33,1806068.55,150.65,2.1,38.34,-7.42
970,Residential,Site_969,413,954392.79,28716,45,0.01,2.62,501,892324.03,11,54,0.89,3,9.1,31,6.93,88,-62068.76,31.07,1.06,-6.5,21.31
971,Residential,Site_970,222,861207.56,4236,4,3.78,3.53,294,1251074.19,8,112,0.74,0,9.48,48,8.35,72,389866.63,295.34,0.13,45.27,32.43
972,Infrastructure,Site_971,216,7588968.95,16848,7,1.43,5.12,210,10811626.14,8,115,0.68,1,9.19,3,9.69,-6,3222657.2,641.72,0.7,42.47,-2.78
973,Commercial,Site_972,195,6760837.57,3352,49,0.18,5.28,165,8401394.68,17,146,0.78,3,9.97,43,8.99,-30,1640557.11,2506.38,0.14,24.27,-15.38
974,Residential,Site_973,693,8120240.3,2932,9,4.64,8.05,678,7352059.03,17,199,0.79,1,7.82,44,8.67,-15,-768181.27,2507.52,0.02,-9.46,-2.16
975,Infrastructure,Site_974,467,1500991.57,77449,36,9.43,7.75,561,1583075.58,28,137,0.79,4,9.62,31,8.33,94,82084.01,20.44,1.01,5.47,20.13
976,Infrastructure,Site_975,140,837923.24,9556,19,3.24,5.11,139,958662.6,6,95,0.8,0,9.3,3,7.95,-1,120739.37,100.32,0.72,14.41,-0.71
977,Infrastructure,Site_976,118,5331503.25,87836,1,6.61,8.61,114,6270052.92,26,56,0.93,3,8.09,0,6.75,-4,938549.68,71.38,13.76,17.6,-3.39
978,Industrial,Site_977,551,4182154.7,6498,10,6.52,2.03,501,4510902.4,3,14,0.92,3,9.2,32,9.58,-50,328747.7,694.2,0.93,7.86,-9.07
979,Infrastructure,Site_978,385,4888495.9,77118,36,2.51,3.3,422,4496285.62,12,10,0.91,0,7.31,6,6.99,37,-392210.28,58.3,18.27,-8.02,9.61
980,Industrial,Site_979,386,9920089.88,51098,9,6.5,8.45,372,12440551.04,16,53,0.88,2,9.37,8,6.37,-14,2520461.16,243.46,2.59,25.41,-3.63
981,Infrastructure,Site_980,496,9722124.6,65386,45,2.12,4.4,614,11807450.33,23,159,0.93,2,8.6,0,9.0,118,2085325.73,180.58,0.67,21.45,23.79
982,Infrastructure,Site_981,702,9451996.2,10569,46,1.22,9.83,593,10111749.14,1,47,0.63,1,7.88,15,6.7,-109,659752.94,956.74,0.38,6.98,-15.53
983,Industrial,Site_982,494,7946505.43,57882,42,7.01,5.2,592,7332920.63,13,28,0.69,0,8.97,17,7.49,98,-613584.8,126.69,3.49,-7.72,19.84
984,Industrial,Site_983,435,3870992.92,71393,32,1.13,8.13,410,5793933.87,2,168,0.77,0,8.92,46,6.11,-25,1922940.94,81.16,1.04,49.68,-5.75
985,Residential,Site_984,711,4415243.84,1340,32,9.97,4.62,777,5250571.38,4,124,0.9,4,7.63,5,6.55,66,835327.54,3918.34,0.01,18.92,9.28
986,Industrial,Site_985,509,5721352.42,44949,6,1.83,4.82,494,7744437.19,13,96,0.78,2,7.09,1,6.69,-15,2023084.78,172.29,0.95,35.36,-2.95
987,Infrastructure,Site_986,271,8390077.34,83302,48,5.94,4.45,334,9828039.44,2,179,0.86,2,8.3,8,6.22,63,1437962.11,117.98,1.39,17.14,23.25
988,Infrastructure,Site_987,90,1152771.91,63443,38,4.11,7.47,123,1067354.02,22,132,0.65,0,8.71,3,8.63,33,-85417.89,16.82,3.91,-7.41,36.67
989,Industrial,Site_988,656,4530820.42,92668,17,1.26,5.93,885,4919385.6,6,91,0.69,1,9.63,44,9.35,229,388565.18,53.09,1.15,8.58,34.91
990,Infrastructure,Site_989,460,1284867.8,75027,10,0.28,9.49,529,1403160.55,29,163,0.86,0,9.78,22,7.49,69,118292.75,18.7,0.87,9.21,15.0
991,Commercial,Site_990,520,5389247.07,1138,27,6.23,3.26,560,7561176.93,17,150,0.66,1,8.59,42,9.5,40,2171929.85,6644.27,0.01,40.3,7.69
992,Infrastructure,Site_991,398,9039557.83,1358,35,8.07,1.91,513,11683971.88,12,67,0.72,2,9.26,44,6.85,115,2644414.05,8603.81,0.04,29.25,28.89
993,Residential,Site_992,226,7933606.78,76250,21,8.42,4.54,273,8451337.64,28,155,0.69,4,8.32,42,7.3,47,517730.85,110.84,1.8,6.53,20.8
994,Residential,Site_993,291,2664502.97,86376,25,4.83,6.55,264,3945180.26,22,76,0.72,3,9.24,7,6.6,-27,1280677.29,45.67,4.31,48.06,-9.28
995,Infrastructure,Site_994,525,9771913.07,31654,28,7.77,8.75,678,10679969.07,26,131,0.85,2,7.61,38,8.48,153,908055.99,337.4,0.36,9.29,29.14
996,Commercial,Site_995,402,6839828.78,26879,47,6.73,4.12,425,10252495.8,21,96,0.73,1,8.11,24,7.68,23,3412667.01,381.43,0.66,49.89,5.72
997,Infrastructure,Site_996,206,599063.14,82532,15,7.24,6.88,188,897215.8,9,140,0.79,0,8.9,15,8.45,-18,298152.66,10.87,3.14,49.77,-8.74
998,Residential,Site_997,664,2926428.1,56778,4,4.93,4.15,643,2969523.59,24,64,0.63,2,7.05,34,9.05,-21,43095.49,52.3,1.38,1.47,-3.16
999,Residential,Site_998,333,2976776.35,38772,29,6.33,6.55,319,3237674.93,12,98,0.88,4,9.17,16,8.18,-14,260898.58,83.51,1.24,8.76,-4.2
1000,Industrial,Site_999,626,1157915.91,59478,9,8.06,8.96,695,1379803.3,15,67,0.73,1,9.51,17,8.51,69,221887.4,23.2,1.28,19.16,11.02
